review_id,user_id,business_id,stars,date,text,useful,funny,cool
JpSW8LPN5F7-i50R9yrxuw,wVs0CRseaC48G9Vm3rJMwQ,PxVDTzEtny8OfF7dWbSxPw,4,2017-07-23,"Great staple in Gilbert! Downtown has a lot of bustling restaurants with great ambiance, and this is a nice addition for a quicker meal. 

My husband got the local favorite the Chillax with 50\/50. He liked the amount of sauce and great flavor. I snuck a bite and really liked the chili addition. 

I had the Rancher with 50\/50 without sour cream. It was pretty good. For the amount of chicken I had it could have had a little more ranchero sauce. Other than that it had great flavor and I made myself finish it all. 

We will be back.",0,1,1
Uh5pQ4BUo_DMMqalORwT3Q,up-mcezRNykPU1RvfNFt0w,diThW1PH8u7q6DY8dlFgJg,5,2013-12-20,"Here are all the ways this place is great: Lots of beers fresh on tap. Taps rotate constantly. Half pints cost exactly half as much as a full pint. Owners\/staff are friendly and will learn your name after a few visits. You can order in food from great restaurants in the vicinity, such as Royal Cafe and Creperie. Parking is super easy. They let you sample before you buy. It is okay to bring board games and play there. It's a really pretty and comfy place.",1,0,1
1xJ5hoznIZ4_zqi7lY6IxA,5QIcnTSeTZiwAvzk3M_-0Q,MAwzrO4CSSOZNYa7YYf2KQ,1,2014-02-14,Penetranter Wirt der mit den Gästen Tetris spielt nur um die maximal Anzahl an Gästen reinzupressen. Die fliegen schon mal Gläser auf den Tischen um vor Lauter Gedränge.,0,0,0
srH8KZkZiJDwg80yOYrEmA,lFY1j36uRMNXzvuyFDby4w,02GctEso08hyhQpkqOftsw,3,2014-11-22,"Pros. 
Friendly wait staff. Server engaged us and made us feel welcome.
Stuffed French toast was excellent. the strawberries and creme in the middle was to die for!
Place was clean, cozy and quaint.

Cons.
Waitress forgot our muffins. We were one of three tables.
Cluttered wall space, dining area, everything.
Wife's pancakes were meh. They were good but not spectacular. IHOP might have a better pancake I am afraid. 
There muffins were OK. This is what bothered me. Muffin but the best? Me thinks not!
They were supposed to be a bakery but had very little options to choose from on their bakery menu. Apparently, catering comes first and the restaurant second. 

Too bad. I really wanted to like this place.",1,0,0
ls9AKZCOIuis85u2Xr6cJw,_2rRSDaeAmn3v4YOaS1PLg,kgw8nBO9ZMRhukfnJd6bxg,3,2015-03-31,"My first experience and I was not wow'd. Maybe my expectations were too high because it is always busy. The daily soup was so salty that I had to send it back. The Chicken Parm, that my hubby ordered, was overcooked but covered with ample marinara and cheese that it was o.k. Other local restaurants have a much better dish. The Margharita Pizza was ok, but not worth 18 bucks.  Wouldn't go back for it. 
The patio seating was nice and the service was very good. The indoor dining was very noisy.  Would not want to sit in there. Overall, there are too many other restaurants that have a similar menu, which are much better.",0,0,0
PrjIxxys-tyLVY6Q5Po4WA,jcLgkk8KAZ64SeKy-PuEuQ,P8p9Ni-Kft1uh1c7Pmmw8g,2,2016-07-03,"After hours of sightseeing and picture taking at Casa Loma, we walked from Casa Loma to the Royal Museum of Ontario.  We were close to keeling over from hunger when we walked past this little store front and was harkened back by the aroma of foodie goodness.  

Ghazale's offered 3 kinds of plates (the meat plate (I think that's the name), the slim plate (4 sides to include 1 meat), and the veggie plate (4 sides all veggies).  I had the veggie plate which allowed me to choose any of the 4 veggie or starch items they offered.  I chose 1.) stewed potatoes, carrots, and peas, 2.) lentil rice 3.) veggie balls 4.) cauliflower in a light tomato base gravy.  It was tasty and (with the exception of the veggie balls which are fried) I felt like it was healthy.  

My son had the slim plate.  He chose the 1.) beef, 2.) tabouleh (which he LOVED), 3.) stewed potatoes, carrots, and peas 4.) lentil rice.  

The servers wore gloves.  

The door was opened and there was a fly or 2 in the establishment, but I didn't observe any on or near the food.  

Ghazale's lost 2 stars because one of the servers was extremely sarcastic (rude) with a client who paid for a meal, left, and returned for his food.  In the interim another client came in, ordered the same item, was about to pay when the initial customer returned.  He kindly requested his food and she went into a theatrical performance questioning who he paid.  Other patrons explained to her he was there recently and paid.  

Ghazale's lost another star because the food wasn't hot enough.  

My son (12) says he wouldn't eat there again.  I might, but Ghazale's served its purpose for today.",2,0,0
EVQ8__3L7oBTvab5GLjF7A,N3oNEwh0qgPqPP3Em6wJXw,OicpDroqnfmbtw5jSgf4lQ,4,2013-02-28,"Last year I got into a bit of trouble with not obeying traffic signals. My friends have come here to take care of all of their citations. Craig P. Kenny is suppose to take care of all of the leg work and leave you with only a fine. I was willing to do it to keep my record clean and not have to go to traffic school. A $50 fee plus the $199 fine was better than missing a day of work and losing a day.

I went in to submit my citation and was told that it would be taken care of by February. The first week of the month, the law firm called to inform me that it was taken care of and all I had to do was pay the court. Let's hope to keep this year clean, but if needed Kenny & Associates makes it nearly painless to deal with the law.",2,1,1
qTMClsyknJo79IZ5TmK1ZQ,vz0sVMzFgPnk3t4a8VgQYw,zhqurYCKYSCZmIEtus1Mzw,1,2014-09-24,"I cannot speak to their sales dept.

The service dept here has been extremely disappointing.  I originally went because of it's high yelp reviews.

Also let me say that it is possible that I just had an irresponsible service writer.

Long story short- went to get a few things looked at- nothing major.  Waited 3 days to hear anything- no calls, no updates.  Called the dealership- no one answered.  Called again a few times throughout the day- finally got someone and was transferred to the service desk.

Asked to speak to my rep- was transferred, to a cell phone voicemail.  Left one message.  Waited a day or two.  Called again, no answer- finally asked the person who answers the phone to give my rep a personal message.  A day later I got a call, my car needed a part that wouldn't be in for another week- it had already been in the shop 7 days.

I went to get my car, was told they'd call me when the part arrives.  After 2 weeks I called and left one message asking about the part on the rep's ""cell phone"".

Three days went by and I gave up waiting took it to another service center.

That's my story do what you'd like.",14,0,1
jCOgRiC-8LMKPIdCdQirmA,gGuoVXjEZopAP9PBYqBuDQ,SaGyztBfvEHdDbfq8DYMQg,2,2011-04-24,"Ehhhhh.  I went here with my husband twice, and both times we were less than impressed with everything, especially for the price.  Good thing I've gotten out of it was the flavored wines.  Plum wine = awesome.  They often use krab, and there is a roll on the AYCE menu with filet mignon on top...that doesn't come with filet mignon.  Their jalapeno dish...I can't recall the name, but it is absolutely spicy.  left had side of the menu, something along the name of firecracker maybe...it was spicy.  Had a few of the other rolls and they were all average...nothing was ""Oh, I gotta go HERE for this roll!"" flavored.

Overall, I think I'm just spoiled with my favorite sushi place.",0,0,0
sQkETyapTTKCiArx7-fHQw,dEDId4Rp2JpblIfYIoH00w,nTSXoyceCM2E2ajARWN3_A,5,2014-10-12,"My friend and I got the pleasure of attending the grand opening of Boneyard Grill's Toronto location near Lawrence station. The interior setup is much like a family diner, unlike most BBQ restaurants I have been to. We got to try an array of their popular dishes, notable their ribs and coconut shrimps! I have to admit, I don't remember having ribs so delicious and tender before! The meat simply melted off the bones! My friend and I kept piling our plates with them! The pulled pork sliders and chicken wings were tasty as well, among their other menu items. Honestly, none of the food I tried disappointed me.

If Boneyard Grill opened late, I think it would be a perfect place to go to after some late-night partying. It's also a good family dinner if everyone is craving for some delicious BBQ! If you aren't in the midtown area, they have their original location up in Thornhill.",2,0,0
hDf8wB8GeMqU9VZcJtnENg,GWcUI9CnrT7F5oHIkZS4iQ,hhhHgSaSl6GLtuDoDrMUZQ,3,2017-03-15,"The three stars is based primarily on price. We have been here three times and each time I have left feeling like their prices are really high. The atmosphere is good , the beer selection is good , but every time I leave shaking my head when I get the tab. Happy hour prices are good on the front end but they make up for it on the back end  during non-happy hour with a price gouge. Case in point on my last visit: we went to ****(Hawaiian theme bar and restaurant just south) for 2 16oz pints of FYITM (tasty double IPA). 
My tab after tax and tip: $11
Then we walk over to RnG for 2 single IPAs which were not even in a pint glass but rather a 14oz shaker glass. My tab after tax and tip: $24
Why in the world would I return for less beer at more than twice the price than a nearby competitor?",1,1,1
GRPf96XPBNrfKob23BU1jw,3jQfdGL3vwNnzIvvov2s3Q,d482l58ho0_IMdFkXX1F5Q,2,2016-05-18,"They no longer have happy hour food specials. I'm not paying $16 for a flatbread while sitting at the bar sipping one of the few happy hour cocktails. There were only two others at the bar when I entered. As a Las Vegas local, I'll take my business to the many other establishments in or near the Venetian that has a true happy hour.",0,0,0
b_EqxpqLM9iRKWqLensjeA,9KrPlQQhhjvc-WrOvNr8Sw,XcUQ9IDYQGZx0M-vxEZGnQ,1,2016-01-20,"Good selection and prices but HORRIBLE, HORRIBLE alternations department! My now sister-in-law got married two years back and found her dress at Schaffer's, all she needed done was some sleeves added to the dress, they couldn't even do that well. She warned me not to get my alterations done with them, but I had some credit and thought it would be easier. My dress fit perfectly and didn't need to be taken it, the only thing I needed was a little trim on the length, and to add some sleeves. It took 4-5 visits just for this. My dress looked dirty by the time it was done, and the sleeves began to tear and come apart on my wedding day! Imagine having to tuck in your sleeve and adjusting all day long! Not cool. Also I bought a BRAND new belt for the store and the beading was coming off, they said they would fix that, but they forgot too. My aunt was stuck sowing it back on, on my wedding day. I had to point out multiple ways to fix my dress, the lady had no idea what she was doing! DO NOT GET ALTERATIONS DONE AT SCHAFFERS! There are plenty of talented seamstresses elsewhere.",9,0,0
MqFFaGWef0L0CXF-3ydKIA,9ci3AeXrP7UWmpoFvb5kCg,5z2ha4TfiNmfQwxaQ04ZmA,5,2012-07-29,"We toured a lot of places in the area and we wanted to find a place that was right for our dog. What we liked in the size, the staff's service was great, it's clean and quiet compared to other places we toured.  Toby has been there four times over the 9-10 months going to Meyer's.  He starts letting us know when we are HIgway 19 and runs up to the door when we arrive.  That speaks volumes.   Also we like that they have lots of options of what he can do while he's there and we get info on how his stay was when we pick up.  They know what they're doing and do a great job.  BEST CARE we've found and we have tried others.",3,2,0
mQ-pq8djd6Nk79xnrRnhFg,uy4oHzC_4zqEAn95Kv27Ag,nMo0ozHO7cqsPaxw_7N6ow,3,2016-01-26,"I really wasnt blown away but Dim Sum on the two occasions I have done Take Out. I bave tried a few dishes from the menu and I feel like its your average chinese food. They do have a large menu so you have plenty of options! 

I hear that when you dine in you have even more choices! Im dying to try the steam buns! Ill review again once I dine in! 

I wiah so badly they delivered!",1,0,0
3HdLQCFP1G_cHT92A4PRXw,r4ipZqJBoV2g4SQa35Rb6Q,0jAexNHRHhkQv4zNYqenBA,2,2015-06-28,"I have generally been a big fan of El Hefe for a while - I would eat lunch there on my break, attend happy hours and head out there for a night on the town. Back in those goo days I would have rated this place at 4 stars. But the last few times I have been here to go out, the guy bartenders have acted like the roided out frat bros they truly are. Not only have I been overcharged for drinks two weekends in a row, but when I confronted the bartender about it this time he started yelling and cursing at me in front of my two friends (I bought 3 drinks) about how wrong I was. Bad experience to say the least. 

The only reason this place isn't a 1 star business now is because the front door man Taylor is a class act and a true professional when dealing with issues as opposed to the primal animals behind the bar. He is the only reason my friends and I might come back in the future.",4,1,0
jI2AYLZnLda6pcKYJ7eBcQ,YgC5A_oMsF4n7zOcSJ55tA,kA37FwQcbcT-BheSV7oXEg,4,2010-08-07,"I came for the ice cream.

I had apricot flavour in a waffle cone - very intense and flavourful almost like a sorbet.  The server let me taste Quebec blue cheese - started off tasting like cream cheese than a strong cheesey after taste, Signature chocolate - very creamy and yummy and non dairy chocolate which was less sweet - the Signature chocolate was way better as you could really taste the difference between the two.

This place has no sitting area although outside there is a small park bench in front.",0,0,0
u5G5zMti7pfRFa19N2G50w,HV24bliLib6FuMW3bWBrpQ,LUhVj-r2TtmFx6cyF9ilJg,4,2014-01-08,"I took my better half here for dinner last night for his birthday. Tuk Tuk had been on our radar for a while but we hadn't yet got around to visiting. As we were going to the cinema at Fountainpark in the afternoon we decided to go here after. I totally forgot to take a photo of the food (sorry Robyn) but it looked as good as it tasted.

This super informal restaurant is home to a lovely chilled environment with nice staff and great food. What more could you ask for? Also, it is BYOB with free corkage, so nip next door to Scotmid, grab a cheapy bottle of wine and settle in Tuk Tuk for the evening.

The menu contains a vast array of authentic Indian street food dishes. We order about 8 dishes to share between us, including lamb, veg and chicken, accompanied by a couple of delicious cheese naans and a roti. I can't remember the exact dishes we ordered but everything was so full of flavour and tasty, I would recommend going there and just ordering a variety of dishes that you have no idea what they are.

My only criticism (and why I haven't given it 5 stars) was that the food wasn't hot (temperature), it was all pretty luke warm. However, this is easily fixed and I'm sure we'll be back there again very soon. Highly recommend it!",9,0,3
